Country,ds,y_tst,yhat,level_1,adjustment_Forecasts_test,final_prediction
Micronesia (country),1995-01-01,,,,,
Moldova,1995-01-01,,,,,
Montserrat,1995-01-01,,,,,
New Caledonia,1995-01-01,,,,,
Niue,1995-01-01,,,,,
North Korea,1995-01-01,,,,,
North Macedonia,1995-01-01,,,,,
Palestine,1995-01-01,,,,,
Panama,1995-01-01,,,,,
Paraguay,1995-01-01,,,,,
Peru,1995-01-01,,,,,
Philippines,1995-01-01,,,,,
Qatar,1995-01-01,,,,,
Reunion,1995-01-01,,,,,
Russia,1995-01-01,,,,,
Saint Kitts and Nevis,1995-01-01,,,,,
Saint Lucia,1995-01-01,,,,,
Saint Vincent and the Grenadines,1995-01-01,,,,,
Samoa,1995-01-01,,,,,
Saudi Arabia,1995-01-01,,,,,
Seychelles,1995-01-01,,,,,
South Korea,1995-01-01,,,,,
Sri Lanka,1995-01-01,,,,,
Suriname,1995-01-01,,,,,
Syria,1995-01-01,,,,,
Thailand,1995-01-01,,,,,
Tokelau,1995-01-01,,,,,
Tonga,1995-01-01,,,,,
Trinidad and Tobago,1995-01-01,,,,,
Tunisia,1995-01-01,,,,,
Turkey,1995-01-01,,,,,
Turkmenistan,1995-01-01,,,,,
Turks and Caicos Islands,1995-01-01,,,,,
United Arab Emirates,1995-01-01,,,,,
Uzbekistan,1995-01-01,,,,,
Vanuatu,1995-01-01,,,,,
Venezuela,1995-01-01,,,,,
Vietnam,1995-01-01,,,,,
Wallis and Futuna,1995-01-01,,,,,
Albania,1996-01-01,,,,,
Anguilla,1996-01-01,,,,,
Armenia,1996-01-01,,,,,
Azerbaijan,1996-01-01,,,,,
Bahamas,1996-01-01,,,,,
Bahrain,1996-01-01,,,,,
Belize,1996-01-01,,,,,
Bosnia and Herzegovina,1996-01-01,,,,,
Brazil,1996-01-01,,,,,
British Virgin Islands,1996-01-01,,,,,
Brunei,1996-01-01,,,,,
Cape Verde,1996-01-01,,,,,
Cayman Islands,1996-01-01,,,,,
Chile,1996-01-01,,,,,
China,1996-01-01,,,,,
Colombia,1996-01-01,,,,,
Cook Islands,1996-01-01,,,,,
Dominica,1996-01-01,,,,,
Dominican Republic,1996-01-01,,,,,
Ecuador,1996-01-01,,,,,
Falkland Islands,1996-01-01,,,,,
Fiji,1996-01-01,,,,,
French Guiana,1996-01-01,,,,,
French Polynesia,1996-01-01,,,,,
Georgia,1996-01-01,,,,,
Greenland,1996-01-01,,,,,
Grenada,1996-01-01,,,,,
Guadeloupe,1996-01-01,,,,,
Guam,1996-01-01,,,,,
Guyana,1996-01-01,,,,,
Jamaica,1996-01-01,,,,,
Jordan,1996-01-01,,,,,
Kazakhstan,1996-01-01,,,,,
Kosovo,1996-01-01,,,,,
Kuwait,1996-01-01,,,,,
Kyrgyzstan,1996-01-01,,,,,
Lebanon,1996-01-01,,,,,
Malaysia,1996-01-01,,,,,
Mauritius,1996-01-01,,,,,
Mayotte,1996-01-01,,,,,
Mexico,1996-01-01,,,,,
Micronesia (country),1996-01-01,,,,,
Moldova,1996-01-01,,,,,
Montserrat,1996-01-01,,,,,
New Caledonia,1996-01-01,,,,,
Niue,1996-01-01,,,,,
North Korea,1996-01-01,,,,,
North Macedonia,1996-01-01,,,,,
Palestine,1996-01-01,,,,,
Panama,1996-01-01,,,,,
Paraguay,1996-01-01,,,,,
Peru,1996-01-01,,,,,
Philippines,1996-01-01,,,,,
Qatar,1996-01-01,,,,,
Reunion,1996-01-01,,,,,
Russia,1996-01-01,,,,,
Saint Kitts and Nevis,1996-01-01,,,,,
Saint Lucia,1996-01-01,,,,,
Saint Vincent and the Grenadines,1996-01-01,,,,,
Samoa,1996-01-01,,,,,
Saudi Arabia,1996-01-01,,,,,
Seychelles,1996-01-01,,,,,
South Korea,1996-01-01,,,,,
Sri Lanka,1996-01-01,,,,,
Suriname,1996-01-01,,,,,
Syria,1996-01-01,,,,,
Thailand,1996-01-01,,,,,
Tokelau,1996-01-01,,,,,
Tonga,1996-01-01,,,,,
Trinidad and Tobago,1996-01-01,,,,,
Tunisia,1996-01-01,,,,,
Turkey,1996-01-01,,,,,
Turkmenistan,1996-01-01,,,,,
Turks and Caicos Islands,1996-01-01,,,,,
United Arab Emirates,1996-01-01,,,,,
Uzbekistan,1996-01-01,,,,,
Vanuatu,1996-01-01,,,,,
Venezuela,1996-01-01,,,,,
Vietnam,1996-01-01,,,,,
Wallis and Futuna,1996-01-01,,,,,
Albania,1997-01-01,,,,,
Anguilla,1997-01-01,,,,,
Armenia,1997-01-01,,,,,
Azerbaijan,1997-01-01,,,,,
Bahamas,1997-01-01,,,,,
Bahrain,1997-01-01,,,,,
Belize,1997-01-01,,,,,
Bosnia and Herzegovina,1997-01-01,,,,,
Brazil,1997-01-01,,,,,
British Virgin Islands,1997-01-01,,,,,
Brunei,1997-01-01,,,,,
Cape Verde,1997-01-01,,,,,
Cayman Islands,1997-01-01,,,,,
Chile,1997-01-01,,,,,
China,1997-01-01,,,,,
Colombia,1997-01-01,,,,,
Cook Islands,1997-01-01,,,,,
Dominica,1997-01-01,,,,,
Dominican Republic,1997-01-01,,,,,
Ecuador,1997-01-01,,,,,
Falkland Islands,1997-01-01,,,,,
Fiji,1997-01-01,,,,,
French Guiana,1997-01-01,,,,,
French Polynesia,1997-01-01,,,,,
Georgia,1997-01-01,,,,,
Greenland,1997-01-01,,,,,
Grenada,1997-01-01,,,,,
Guadeloupe,1997-01-01,,,,,
Guam,1997-01-01,,,,,
Guyana,1997-01-01,,,,,
Jamaica,1997-01-01,,,,,
Jordan,1997-01-01,,,,,
Kazakhstan,1997-01-01,,,,,
Kosovo,1997-01-01,,,,,
Kuwait,1997-01-01,,,,,
Kyrgyzstan,1997-01-01,,,,,
Lebanon,1997-01-01,,,,,
Malaysia,1997-01-01,,,,,
Mauritius,1997-01-01,,,,,
Mayotte,1997-01-01,,,,,
Mexico,1997-01-01,,,,,
Micronesia (country),1997-01-01,,,,,
Moldova,1997-01-01,,,,,
Montserrat,1997-01-01,,,,,
New Caledonia,1997-01-01,,,,,
Niue,1997-01-01,,,,,
North Korea,1997-01-01,,,,,
North Macedonia,1997-01-01,,,,,
Palestine,1997-01-01,,,,,
Panama,1997-01-01,,,,,
Paraguay,1997-01-01,,,,,
Peru,1997-01-01,,,,,
Philippines,1997-01-01,,,,,
Qatar,1997-01-01,,,,,
Reunion,1997-01-01,,,,,
Russia,1997-01-01,,,,,
Saint Kitts and Nevis,1997-01-01,,,,,
Saint Lucia,1997-01-01,,,,,
Saint Vincent and the Grenadines,1997-01-01,,,,,
Samoa,1997-01-01,,,,,
Saudi Arabia,1997-01-01,,,,,
Seychelles,1997-01-01,,,,,
South Korea,1997-01-01,,,,,
Sri Lanka,1997-01-01,,,,,
Suriname,1997-01-01,,,,,
Syria,1997-01-01,,,,,
Thailand,1997-01-01,,,,,
Tokelau,1997-01-01,,,,,
Tonga,1997-01-01,,,,,
Trinidad and Tobago,1997-01-01,,,,,
Tunisia,1997-01-01,,,,,
Turkey,1997-01-01,,,,,
Turkmenistan,1997-01-01,,,,,
Turks and Caicos Islands,1997-01-01,,,,,
United Arab Emirates,1997-01-01,,,,,
Uzbekistan,1997-01-01,,,,,
Vanuatu,1997-01-01,,,,,
Venezuela,1997-01-01,,,,,
Vietnam,1997-01-01,,,,,
Wallis and Futuna,1997-01-01,,,,,
Albania,1998-01-01,,,,,
Anguilla,1998-01-01,,,,,
Armenia,1998-01-01,,,,,
Azerbaijan,1998-01-01,,,,,
Bahamas,1998-01-01,,,,,
Bahrain,1998-01-01,,,,,
Belize,1998-01-01,,,,,
Bosnia and Herzegovina,1998-01-01,,,,,
Brazil,1998-01-01,,,,,
British Virgin Islands,1998-01-01,,,,,
Brunei,1998-01-01,,,,,
Cape Verde,1998-01-01,,,,,
Cayman Islands,1998-01-01,,,,,
Chile,1998-01-01,,,,,
China,1998-01-01,,,,,
Colombia,1998-01-01,,,,,
Cook Islands,1998-01-01,,,,,
Dominica,1998-01-01,,,,,
Dominican Republic,1998-01-01,,,,,
Ecuador,1998-01-01,,,,,
Falkland Islands,1998-01-01,,,,,
Fiji,1998-01-01,,,,,
French Guiana,1998-01-01,,,,,
French Polynesia,1998-01-01,,,,,
Georgia,1998-01-01,,,,,
Greenland,1998-01-01,,,,,
Grenada,1998-01-01,,,,,
Guadeloupe,1998-01-01,,,,,
Guam,1998-01-01,,,,,
Guyana,1998-01-01,,,,,
Jamaica,1998-01-01,,,,,
Jordan,1998-01-01,,,,,
Kazakhstan,1998-01-01,,,,,
Kosovo,1998-01-01,,,,,
Kuwait,1998-01-01,,,,,
Kyrgyzstan,1998-01-01,,,,,
Lebanon,1998-01-01,,,,,
Malaysia,1998-01-01,,,,,
Mauritius,1998-01-01,,,,,
Mayotte,1998-01-01,,,,,
Mexico,1998-01-01,,,,,
Micronesia (country),1998-01-01,,,,,
Moldova,1998-01-01,,,,,
Montserrat,1998-01-01,,,,,
New Caledonia,1998-01-01,,,,,
Niue,1998-01-01,,,,,
North Korea,1998-01-01,,,,,
North Macedonia,1998-01-01,,,,,
Palestine,1998-01-01,,,,,
Panama,1998-01-01,,,,,
Paraguay,1998-01-01,,,,,
Peru,1998-01-01,,,,,
Philippines,1998-01-01,,,,,
Qatar,1998-01-01,,,,,
Reunion,1998-01-01,,,,,
Russia,1998-01-01,,,,,
Saint Kitts and Nevis,1998-01-01,,,,,
Saint Lucia,1998-01-01,,,,,
Saint Vincent and the Grenadines,1998-01-01,,,,,
Samoa,1998-01-01,,,,,
Saudi Arabia,1998-01-01,,,,,
Seychelles,1998-01-01,,,,,
South Korea,1998-01-01,,,,,
Sri Lanka,1998-01-01,,,,,
Suriname,1998-01-01,,,,,
Syria,1998-01-01,,,,,
Thailand,1998-01-01,,,,,
Tokelau,1998-01-01,,,,,
Tonga,1998-01-01,,,,,
Trinidad and Tobago,1998-01-01,,,,,
Tunisia,1998-01-01,,,,,
Turkey,1998-01-01,,,,,
Turkmenistan,1998-01-01,,,,,
Turks and Caicos Islands,1998-01-01,,,,,
United Arab Emirates,1998-01-01,,,,,
Uzbekistan,1998-01-01,,,,,
Vanuatu,1998-01-01,,,,,
Venezuela,1998-01-01,,,,,
Vietnam,1998-01-01,,,,,
Wallis and Futuna,1998-01-01,,,,,
Albania,1999-01-01,,,,,
Anguilla,1999-01-01,,,,,
Armenia,1999-01-01,,,,,
Azerbaijan,1999-01-01,,,,,
Bahamas,1999-01-01,,,,,
Bahrain,1999-01-01,,,,,
Belize,1999-01-01,,,,,
Bosnia and Herzegovina,1999-01-01,,,,,
Brazil,1999-01-01,,,,,
British Virgin Islands,1999-01-01,,,,,
Brunei,1999-01-01,,,,,
Cape Verde,1999-01-01,,,,,
Cayman Islands,1999-01-01,,,,,
Chile,1999-01-01,,,,,
China,1999-01-01,,,,,
Colombia,1999-01-01,,,,,
Cook Islands,1999-01-01,,,,,
Dominica,1999-01-01,,,,,
Dominican Republic,1999-01-01,,,,,
Ecuador,1999-01-01,,,,,
Falkland Islands,1999-01-01,,,,,
Fiji,1999-01-01,,,,,
French Guiana,1999-01-01,,,,,
French Polynesia,1999-01-01,,,,,
Georgia,1999-01-01,,,,,
Greenland,1999-01-01,,,,,
Grenada,1999-01-01,,,,,
Guadeloupe,1999-01-01,,,,,
Guam,1999-01-01,,,,,
Guyana,1999-01-01,,,,,
Jamaica,1999-01-01,,,,,
Jordan,1999-01-01,,,,,
Kazakhstan,1999-01-01,,,,,
Kosovo,1999-01-01,,,,,
Kuwait,1999-01-01,,,,,
Kyrgyzstan,1999-01-01,,,,,
Lebanon,1999-01-01,,,,,
Malaysia,1999-01-01,,,,,
Mauritius,1999-01-01,,,,,
Mayotte,1999-01-01,,,,,
Mexico,1999-01-01,,,,,
Micronesia (country),1999-01-01,,,,,
Moldova,1999-01-01,,,,,
Montserrat,1999-01-01,,,,,
New Caledonia,1999-01-01,,,,,
Niue,1999-01-01,,,,,
North Korea,1999-01-01,,,,,
North Macedonia,1999-01-01,,,,,
Palestine,1999-01-01,,,,,
Panama,1999-01-01,,,,,
Paraguay,1999-01-01,,,,,
Peru,1999-01-01,,,,,
Philippines,1999-01-01,,,,,
Qatar,1999-01-01,,,,,
Reunion,1999-01-01,,,,,
Russia,1999-01-01,,,,,
Saint Kitts and Nevis,1999-01-01,,,,,
Saint Lucia,1999-01-01,,,,,
Saint Vincent and the Grenadines,1999-01-01,,,,,
Samoa,1999-01-01,,,,,
Saudi Arabia,1999-01-01,,,,,
Seychelles,1999-01-01,,,,,
South Korea,1999-01-01,,,,,
Sri Lanka,1999-01-01,,,,,
Suriname,1999-01-01,,,,,
Syria,1999-01-01,,,,,
Thailand,1999-01-01,,,,,
Tokelau,1999-01-01,,,,,
Tonga,1999-01-01,,,,,
Trinidad and Tobago,1999-01-01,,,,,
Tunisia,1999-01-01,,,,,
Turkey,1999-01-01,,,,,
Turkmenistan,1999-01-01,,,,,
Turks and Caicos Islands,1999-01-01,,,,,
United Arab Emirates,1999-01-01,,,,,
Uzbekistan,1999-01-01,,,,,
Vanuatu,1999-01-01,,,,,
Venezuela,1999-01-01,,,,,
Vietnam,1999-01-01,,,,,
Wallis and Futuna,1999-01-01,,,,,
Albania,2000-01-01,,,,,
Anguilla,2000-01-01,,,,,
Armenia,2000-01-01,,,,,
Azerbaijan,2000-01-01,,,,,
Bahamas,2000-01-01,,,,,
Bahrain,2000-01-01,,,,,
Belize,2000-01-01,,,,,
Bosnia and Herzegovina,2000-01-01,,,,,
Brazil,2000-01-01,,,,,
British Virgin Islands,2000-01-01,,,,,
Brunei,2000-01-01,,,,,
Cape Verde,2000-01-01,,,,,
Cayman Islands,2000-01-01,,,,,
Chile,2000-01-01,,,,,
China,2000-01-01,,,,,
Colombia,2000-01-01,,,,,
Cook Islands,2000-01-01,,,,,
Dominica,2000-01-01,,,,,
Dominican Republic,2000-01-01,,,,,
Ecuador,2000-01-01,,,,,
Falkland Islands,2000-01-01,,,,,
Fiji,2000-01-01,,,,,
French Guiana,2000-01-01,,,,,
French Polynesia,2000-01-01,,,,,
Georgia,2000-01-01,,,,,
Greenland,2000-01-01,,,,,
Grenada,2000-01-01,,,,,
Guadeloupe,2000-01-01,,,,,
Guam,2000-01-01,,,,,
Guyana,2000-01-01,,,,,
Jamaica,2000-01-01,,,,,
Jordan,2000-01-01,,,,,
Kazakhstan,2000-01-01,,,,,
Kosovo,2000-01-01,,,,,
Kuwait,2000-01-01,,,,,
Kyrgyzstan,2000-01-01,,,,,
Lebanon,2000-01-01,,,,,
Malaysia,2000-01-01,,,,,
Mauritius,2000-01-01,,,,,
Mayotte,2000-01-01,,,,,
Mexico,2000-01-01,,,,,
Micronesia (country),2000-01-01,,,,,
Moldova,2000-01-01,,,,,
Montserrat,2000-01-01,,,,,
New Caledonia,2000-01-01,,,,,
Niue,2000-01-01,,,,,
North Korea,2000-01-01,,,,,
North Macedonia,2000-01-01,,,,,
Palestine,2000-01-01,,,,,
Panama,2000-01-01,,,,,
Paraguay,2000-01-01,,,,,
Peru,2000-01-01,,,,,
Philippines,2000-01-01,,,,,
Qatar,2000-01-01,,,,,
Reunion,2000-01-01,,,,,
Russia,2000-01-01,,,,,
Saint Kitts and Nevis,2000-01-01,,,,,
Saint Lucia,2000-01-01,,,,,
Saint Vincent and the Grenadines,2000-01-01,,,,,
Samoa,2000-01-01,,,,,
Saudi Arabia,2000-01-01,,,,,
Seychelles,2000-01-01,,,,,
South Korea,2000-01-01,,,,,
Sri Lanka,2000-01-01,,,,,
Suriname,2000-01-01,,,,,
Syria,2000-01-01,,,,,
Thailand,2000-01-01,,,,,
Tokelau,2000-01-01,,,,,
Tonga,2000-01-01,,,,,
Trinidad and Tobago,2000-01-01,,,,,
Tunisia,2000-01-01,,,,,
Turkey,2000-01-01,,,,,
Turkmenistan,2000-01-01,,,,,
Turks and Caicos Islands,2000-01-01,,,,,
United Arab Emirates,2000-01-01,,,,,
Uzbekistan,2000-01-01,,,,,
Vanuatu,2000-01-01,,,,,
Venezuela,2000-01-01,,,,,
Vietnam,2000-01-01,,,,,
Wallis and Futuna,2000-01-01,,,,,
Albania,2001-01-01,,,,,
Anguilla,2001-01-01,,,,,
Armenia,2001-01-01,,,,,
Azerbaijan,2001-01-01,,,,,
Bahamas,2001-01-01,,,,,
Bahrain,2001-01-01,,,,,
Belize,2001-01-01,,,,,
Bosnia and Herzegovina,2001-01-01,,,,,
Brazil,2001-01-01,,,,,
British Virgin Islands,2001-01-01,,,,,
Brunei,2001-01-01,,,,,
Cape Verde,2001-01-01,,,,,
Cayman Islands,2001-01-01,,,,,
Chile,2001-01-01,,,,,
China,2001-01-01,,,,,
Colombia,2001-01-01,,,,,
Cook Islands,2001-01-01,,,,,
Dominica,2001-01-01,,,,,
Dominican Republic,2001-01-01,,,,,
Ecuador,2001-01-01,,,,,
Falkland Islands,2001-01-01,,,,,
Fiji,2001-01-01,,,,,
French Guiana,2001-01-01,,,,,
French Polynesia,2001-01-01,,,,,
Georgia,2001-01-01,,,,,
Greenland,2001-01-01,,,,,
Grenada,2001-01-01,,,,,
Guadeloupe,2001-01-01,,,,,
Guam,2001-01-01,,,,,
Guyana,2001-01-01,,,,,
Jamaica,2001-01-01,,,,,
Jordan,2001-01-01,,,,,
Kazakhstan,2001-01-01,,,,,
Kosovo,2001-01-01,,,,,
Kuwait,2001-01-01,,,,,
Kyrgyzstan,2001-01-01,,,,,
Lebanon,2001-01-01,,,,,
Malaysia,2001-01-01,,,,,
Mauritius,2001-01-01,,,,,
Mayotte,2001-01-01,,,,,
Mexico,2001-01-01,,,,,
Micronesia (country),2001-01-01,,,,,
Moldova,2001-01-01,,,,,
Montserrat,2001-01-01,,,,,
New Caledonia,2001-01-01,,,,,
Niue,2001-01-01,,,,,
North Korea,2001-01-01,,,,,
North Macedonia,2001-01-01,,,,,
Palestine,2001-01-01,,,,,
Panama,2001-01-01,,,,,
Paraguay,2001-01-01,,,,,
Peru,2001-01-01,,,,,
Philippines,2001-01-01,,,,,
Qatar,2001-01-01,,,,,
Reunion,2001-01-01,,,,,
Russia,2001-01-01,,,,,
Saint Kitts and Nevis,2001-01-01,,,,,
Saint Lucia,2001-01-01,,,,,
Saint Vincent and the Grenadines,2001-01-01,,,,,
Samoa,2001-01-01,,,,,
Saudi Arabia,2001-01-01,,,,,
Seychelles,2001-01-01,,,,,
South Korea,2001-01-01,,,,,
Sri Lanka,2001-01-01,,,,,
Suriname,2001-01-01,,,,,
Syria,2001-01-01,,,,,
Thailand,2001-01-01,,,,,
Tokelau,2001-01-01,,,,,
Tonga,2001-01-01,,,,,
Trinidad and Tobago,2001-01-01,,,,,
Tunisia,2001-01-01,,,,,
Turkey,2001-01-01,,,,,
Turkmenistan,2001-01-01,,,,,
Turks and Caicos Islands,2001-01-01,,,,,
United Arab Emirates,2001-01-01,,,,,
Uzbekistan,2001-01-01,,,,,
Vanuatu,2001-01-01,,,,,
Venezuela,2001-01-01,,,,,
Vietnam,2001-01-01,,,,,
Wallis and Futuna,2001-01-01,,,,,
Albania,2002-01-01,,,,,
Anguilla,2002-01-01,,,,,
Armenia,2002-01-01,,,,,
Azerbaijan,2002-01-01,,,,,
Bahamas,2002-01-01,,,,,
Bahrain,2002-01-01,,,,,
Belize,2002-01-01,,,,,
Bosnia and Herzegovina,2002-01-01,,,,,
Brazil,2002-01-01,,,,,
British Virgin Islands,2002-01-01,,,,,
Brunei,2002-01-01,,,,,
Cape Verde,2002-01-01,,,,,
Cayman Islands,2002-01-01,,,,,
Chile,2002-01-01,,,,,
China,2002-01-01,,,,,
Colombia,2002-01-01,,,,,
Cook Islands,2002-01-01,,,,,
Dominica,2002-01-01,,,,,
Dominican Republic,2002-01-01,,,,,
Ecuador,2002-01-01,,,,,
Falkland Islands,2002-01-01,,,,,
Fiji,2002-01-01,,,,,
French Guiana,2002-01-01,,,,,
French Polynesia,2002-01-01,,,,,
Georgia,2002-01-01,,,,,
Greenland,2002-01-01,,,,,
Grenada,2002-01-01,,,,,
Guadeloupe,2002-01-01,,,,,
Guam,2002-01-01,,,,,
Guyana,2002-01-01,,,,,
Jamaica,2002-01-01,,,,,
Jordan,2002-01-01,,,,,
Kazakhstan,2002-01-01,,,,,
Kosovo,2002-01-01,,,,,
Kuwait,2002-01-01,,,,,
Kyrgyzstan,2002-01-01,,,,,
Lebanon,2002-01-01,,,,,
Malaysia,2002-01-01,,,,,
Mauritius,2002-01-01,,,,,
Mayotte,2002-01-01,,,,,
Mexico,2002-01-01,,,,,
Micronesia (country),2002-01-01,,,,,
Moldova,2002-01-01,,,,,
Montserrat,2002-01-01,,,,,
New Caledonia,2002-01-01,,,,,
Niue,2002-01-01,,,,,
North Korea,2002-01-01,,,,,
North Macedonia,2002-01-01,,,,,
Palestine,2002-01-01,,,,,
Panama,2002-01-01,,,,,
Paraguay,2002-01-01,,,,,
Peru,2002-01-01,,,,,
Philippines,2002-01-01,,,,,
Qatar,2002-01-01,,,,,
Reunion,2002-01-01,,,,,
Russia,2002-01-01,,,,,
Saint Kitts and Nevis,2002-01-01,,,,,
Saint Lucia,2002-01-01,,,,,
Saint Vincent and the Grenadines,2002-01-01,,,,,
Samoa,2002-01-01,,,,,
Saudi Arabia,2002-01-01,,,,,
Seychelles,2002-01-01,,,,,
South Korea,2002-01-01,,,,,
Sri Lanka,2002-01-01,,,,,
Suriname,2002-01-01,,,,,
Syria,2002-01-01,,,,,
Thailand,2002-01-01,,,,,
Tokelau,2002-01-01,,,,,
Tonga,2002-01-01,,,,,
Trinidad and Tobago,2002-01-01,,,,,
Tunisia,2002-01-01,,,,,
Turkey,2002-01-01,,,,,
Turkmenistan,2002-01-01,,,,,
Turks and Caicos Islands,2002-01-01,,,,,
United Arab Emirates,2002-01-01,,,,,
Uzbekistan,2002-01-01,,,,,
Vanuatu,2002-01-01,,,,,
Venezuela,2002-01-01,,,,,
Vietnam,2002-01-01,,,,,
Wallis and Futuna,2002-01-01,,,,,
Albania,2003-01-01,,,,,
Anguilla,2003-01-01,,,,,
Armenia,2003-01-01,,,,,
Azerbaijan,2003-01-01,,,,,
Bahamas,2003-01-01,,,,,
Bahrain,2003-01-01,,,,,
Belize,2003-01-01,,,,,
Bosnia and Herzegovina,2003-01-01,,,,,
Brazil,2003-01-01,,,,,
British Virgin Islands,2003-01-01,,,,,
Brunei,2003-01-01,,,,,
Cape Verde,2003-01-01,,,,,
Cayman Islands,2003-01-01,,,,,
Chile,2003-01-01,,,,,
China,2003-01-01,,,,,
Colombia,2003-01-01,,,,,
Cook Islands,2003-01-01,,,,,
Dominica,2003-01-01,,,,,
Dominican Republic,2003-01-01,,,,,
Ecuador,2003-01-01,,,,,
Falkland Islands,2003-01-01,,,,,
Fiji,2003-01-01,,,,,
French Guiana,2003-01-01,,,,,
French Polynesia,2003-01-01,,,,,
Georgia,2003-01-01,,,,,
Greenland,2003-01-01,,,,,
Grenada,2003-01-01,,,,,
Guadeloupe,2003-01-01,,,,,
Guam,2003-01-01,,,,,
Guyana,2003-01-01,,,,,
Jamaica,2003-01-01,,,,,
Jordan,2003-01-01,,,,,
Kazakhstan,2003-01-01,,,,,
Kosovo,2003-01-01,,,,,
Kuwait,2003-01-01,,,,,
Kyrgyzstan,2003-01-01,,,,,
Lebanon,2003-01-01,,,,,
Malaysia,2003-01-01,,,,,
Mauritius,2003-01-01,,,,,
Mayotte,2003-01-01,,,,,
Mexico,2003-01-01,,,,,
Micronesia (country),2003-01-01,,,,,
Moldova,2003-01-01,,,,,
Montserrat,2003-01-01,,,,,
New Caledonia,2003-01-01,,,,,
Niue,2003-01-01,,,,,
North Korea,2003-01-01,,,,,
North Macedonia,2003-01-01,,,,,
Palestine,2003-01-01,,,,,
Panama,2003-01-01,,,,,
Paraguay,2003-01-01,,,,,
Peru,2003-01-01,,,,,
Philippines,2003-01-01,,,,,
Qatar,2003-01-01,,,,,
Reunion,2003-01-01,,,,,
Russia,2003-01-01,,,,,
Saint Kitts and Nevis,2003-01-01,,,,,
Saint Lucia,2003-01-01,,,,,
Saint Vincent and the Grenadines,2003-01-01,,,,,
Samoa,2003-01-01,,,,,
Saudi Arabia,2003-01-01,,,,,
Seychelles,2003-01-01,,,,,
South Korea,2003-01-01,,,,,
Sri Lanka,2003-01-01,,,,,
Suriname,2003-01-01,,,,,
Syria,2003-01-01,,,,,
Thailand,2003-01-01,,,,,
Tokelau,2003-01-01,,,,,
Tonga,2003-01-01,,,,,
Trinidad and Tobago,2003-01-01,,,,,
Tunisia,2003-01-01,,,,,
Turkey,2003-01-01,,,,,
Turkmenistan,2003-01-01,,,,,
Turks and Caicos Islands,2003-01-01,,,,,
United Arab Emirates,2003-01-01,,,,,
Uzbekistan,2003-01-01,,,,,
Vanuatu,2003-01-01,,,,,
Venezuela,2003-01-01,,,,,
Vietnam,2003-01-01,,,,,
Wallis and Futuna,2003-01-01,,,,,
Albania,2004-01-01,,,,,
Anguilla,2004-01-01,,,,,
Armenia,2004-01-01,,,,,
Azerbaijan,2004-01-01,,,,,
Bahamas,2004-01-01,,,,,
Bahrain,2004-01-01,,,,,
Belize,2004-01-01,,,,,
Bosnia and Herzegovina,2004-01-01,,,,,
Brazil,2004-01-01,,,,,
British Virgin Islands,2004-01-01,,,,,
Brunei,2004-01-01,,,,,
Cape Verde,2004-01-01,,,,,
Cayman Islands,2004-01-01,,,,,
Chile,2004-01-01,,,,,
China,2004-01-01,,,,,
Colombia,2004-01-01,,,,,
Cook Islands,2004-01-01,,,,,
Dominica,2004-01-01,,,,,
Dominican Republic,2004-01-01,,,,,
Ecuador,2004-01-01,,,,,
Falkland Islands,2004-01-01,,,,,
Fiji,2004-01-01,,,,,
French Guiana,2004-01-01,,,,,
French Polynesia,2004-01-01,,,,,
Georgia,2004-01-01,,,,,
Greenland,2004-01-01,,,,,
Grenada,2004-01-01,,,,,
Guadeloupe,2004-01-01,,,,,
Guam,2004-01-01,,,,,
Guyana,2004-01-01,,,,,
Jamaica,2004-01-01,,,,,
Jordan,2004-01-01,,,,,
Kazakhstan,2004-01-01,,,,,
Kosovo,2004-01-01,,,,,
Kuwait,2004-01-01,,,,,
Kyrgyzstan,2004-01-01,,,,,
Lebanon,2004-01-01,,,,,
Malaysia,2004-01-01,,,,,
Mauritius,2004-01-01,,,,,
Mayotte,2004-01-01,,,,,
Mexico,2004-01-01,,,,,
Micronesia (country),2004-01-01,,,,,
Moldova,2004-01-01,,,,,
Montserrat,2004-01-01,,,,,
New Caledonia,2004-01-01,,,,,
Niue,2004-01-01,,,,,
North Korea,2004-01-01,,,,,
North Macedonia,2004-01-01,,,,,
Palestine,2004-01-01,,,,,
Panama,2004-01-01,,,,,
Paraguay,2004-01-01,,,,,
Peru,2004-01-01,,,,,
Philippines,2004-01-01,,,,,
Qatar,2004-01-01,,,,,
Reunion,2004-01-01,,,,,
Russia,2004-01-01,,,,,
Saint Kitts and Nevis,2004-01-01,,,,,
Saint Lucia,2004-01-01,,,,,
Saint Vincent and the Grenadines,2004-01-01,,,,,
Samoa,2004-01-01,,,,,
Saudi Arabia,2004-01-01,,,,,
Seychelles,2004-01-01,,,,,
South Korea,2004-01-01,,,,,
Sri Lanka,2004-01-01,,,,,
Suriname,2004-01-01,,,,,
Syria,2004-01-01,,,,,
Thailand,2004-01-01,,,,,
Tokelau,2004-01-01,,,,,
Tonga,2004-01-01,,,,,
Trinidad and Tobago,2004-01-01,,,,,
Tunisia,2004-01-01,,,,,
Turkey,2004-01-01,,,,,
Turkmenistan,2004-01-01,,,,,
Turks and Caicos Islands,2004-01-01,,,,,
United Arab Emirates,2004-01-01,,,,,
Uzbekistan,2004-01-01,,,,,
Vanuatu,2004-01-01,,,,,
Venezuela,2004-01-01,,,,,
