Country,Year,LE
Cyprus,1964,62.8
Cyprus,1965,67.1
Cyprus,1966,67.5
Cyprus,1967,67.9
Cyprus,1968,68.3
Cyprus,1969,68.5
Cyprus,1970,68.9
Cyprus,1971,69.3
Cyprus,1972,69.8
Cyprus,1973,70.2
Cyprus,1974,55.2
Cyprus,1975,70.5
Cyprus,1976,71.0
Cyprus,1977,71.3
Cyprus,1978,71.8
Cyprus,1979,71.9
Cyprus,1980,72.0
Cyprus,1981,71.9
Cyprus,1982,72.0
Cyprus,1983,72.3
Cyprus,1984,72.3
Cyprus,1985,72.6
Cyprus,1986,72.7
Cyprus,1987,73.1
Cyprus,1988,73.1
Cyprus,1989,73.5
Cyprus,1990,73.5
Cyprus,1991,73.7
Cyprus,1992,74.2
Cyprus,1993,74.6
Cyprus,1994,74.7
Cyprus,1995,75.1
Cyprus,1996,75.5
Cyprus,1997,75.8
Cyprus,1998,76.2
Cyprus,1999,76.3
Cyprus,2000,76.6
Cyprus,2001,77.0
Cyprus,2002,77.5
Cyprus,2003,77.8
Cyprus,2004,77.9
Cyprus,2005,78.1
Cyprus,2006,78.4
Cyprus,2007,78.8
Cyprus,2008,79.0
Cyprus,2009,79.4
Cyprus,2010,79.7
Cyprus,2011,80.0
Cyprus,2012,80.1
Cyprus,2013,80.4
Cyprus,2014,80.8
Cyprus,2015,81.0
Cyprus,2016,81.1
Cyprus,2017,81.3
Cyprus,2018,81.4
Cyprus,2019,81.4
Cyprus,2020,81.4
Cyprus,2021,81.2
Czechia,1950,64.4
Czechia,1951,65.3
Czechia,1952,66.9
Czechia,1953,67.6
Czechia,1954,68.1
Czechia,1955,69.0
Czechia,1956,69.4
Czechia,1957,69.0
Czechia,1958,70.0
Czechia,1959,69.9
Czechia,1960,70.5
Czechia,1961,70.6
Czechia,1962,69.9
Czechia,1963,70.4
Czechia,1964,70.6
Czechia,1965,70.3
Czechia,1966,70.5
Czechia,1967,70.4
Czechia,1968,69.9
Czechia,1969,69.4
Czechia,1970,69.5
Czechia,1971,69.7
Czechia,1972,70.2
Czechia,1973,70.1
Czechia,1974,70.2
Czechia,1975,70.5
Czechia,1976,70.6
Czechia,1977,70.6
Czechia,1978,70.7
Czechia,1979,70.8
Czechia,1980,70.3
Czechia,1981,70.8
Czechia,1982,70.9
Czechia,1983,70.6
Czechia,1984,70.9
Czechia,1985,71.1
Czechia,1986,71.1
Czechia,1987,71.5
Czechia,1988,71.7
Czechia,1989,71.8
Czechia,1990,71.4
Czechia,1991,72.0
Czechia,1992,72.3
Czechia,1993,72.9
Czechia,1994,73.1
Czechia,1995,73.2
Czechia,1996,73.8
Czechia,1997,73.9
Czechia,1998,74.6
Czechia,1999,74.7
Czechia,2000,75.0
Czechia,2001,75.3
Czechia,2002,75.4
Czechia,2003,75.4
Czechia,2004,75.9
Czechia,2005,76.2
Czechia,2006,76.7
Czechia,2007,76.9
Czechia,2008,77.2
Czechia,2009,77.3
Czechia,2010,77.6
Czechia,2011,77.8
Czechia,2012,78.0
Czechia,2013,78.2
Czechia,2014,78.8
Czechia,2015,78.6
Czechia,2016,79.0
Czechia,2017,79.0
Czechia,2018,79.0
Czechia,2019,79.2
Czechia,2020,78.6
Czechia,2021,77.7
Denmark,1950,70.3
Denmark,1951,70.9
Denmark,1952,70.8
Denmark,1953,71.2
Denmark,1954,71.3
Denmark,1955,71.9
Denmark,1956,72.0
Denmark,1957,71.8
Denmark,1958,72.2
Denmark,1959,72.2
Denmark,1960,72.2
Denmark,1961,72.5
Denmark,1962,72.4
Denmark,1963,72.4
Denmark,1964,72.5
Denmark,1965,72.4
Denmark,1966,72.5
Denmark,1967,73.0
Denmark,1968,73.1
Denmark,1969,73.2
Denmark,1970,73.4
Denmark,1971,73.4
Denmark,1972,73.5
Denmark,1973,73.7
Denmark,1974,73.8
Denmark,1975,74.1
Denmark,1976,73.8
Denmark,1977,74.7
Denmark,1978,74.4
Denmark,1979,74.2
Denmark,1980,74.1
Denmark,1981,74.2
Denmark,1982,74.6
Denmark,1983,74.5
Denmark,1984,74.6
Denmark,1985,74.5
Denmark,1986,74.6
Denmark,1987,74.7
Denmark,1988,74.8
Denmark,1989,74.9
Denmark,1990,74.9
Denmark,1991,75.2
Denmark,1992,75.3
Denmark,1993,75.2
Denmark,1994,75.4
Denmark,1995,75.3
Denmark,1996,75.7
Denmark,1997,76.0
Denmark,1998,76.4
Denmark,1999,76.6
Denmark,2000,76.8
Denmark,2001,77.0
Denmark,2002,77.1
Denmark,2003,77.4
Denmark,2004,77.8
Denmark,2005,78.2
Denmark,2006,78.2
Denmark,2007,78.3
Denmark,2008,78.7
Denmark,2009,79.0
Denmark,2010,79.2
Denmark,2011,79.8
Denmark,2012,80.1
Denmark,2013,80.3
Denmark,2014,80.6
Denmark,2015,80.7
Denmark,2016,80.9
Denmark,2017,81.1
Denmark,2018,81.0
Denmark,2019,81.4
Denmark,2020,81.5
Denmark,2021,81.4
Estonia,1950,67.1
Estonia,1951,67.2
Estonia,1952,67.5
Estonia,1953,67.7
Estonia,1954,68.0
Estonia,1955,68.2
Estonia,1956,68.5
Estonia,1957,68.6
Estonia,1958,68.8
Estonia,1959,69.0
Estonia,1960,69.5
Estonia,1961,69.5
Estonia,1962,69.3
Estonia,1963,69.8
Estonia,1964,70.6
Estonia,1965,70.2
Estonia,1966,70.1
Estonia,1967,70.5
Estonia,1968,70.3
Estonia,1969,69.7
Estonia,1970,69.9
Estonia,1971,70.3
Estonia,1972,70.0
Estonia,1973,70.2
Estonia,1974,70.5
Estonia,1975,69.8
Estonia,1976,69.3
Estonia,1977,69.7
Estonia,1978,69.3
Estonia,1979,69.1
Estonia,1980,69.1
Estonia,1981,69.2
Estonia,1982,69.7
Estonia,1983,69.7
Estonia,1984,69.3
Estonia,1985,69.2
Estonia,1986,70.3
Estonia,1987,70.3
Estonia,1988,70.4
Estonia,1989,70.4
Estonia,1990,69.8
Estonia,1991,69.7
Estonia,1992,69.3
Estonia,1993,68.6
Estonia,1994,67.9
Estonia,1995,68.7
Estonia,1996,70.1
Estonia,1997,70.7
Estonia,1998,70.2
Estonia,1999,71.1
Estonia,2000,71.3
Estonia,2001,71.4
Estonia,2002,71.9
Estonia,2003,72.2
Estonia,2004,72.6
Estonia,2005,73.2
Estonia,2006,73.5
Estonia,2007,73.6
Estonia,2008,74.4
Estonia,2009,75.2
Estonia,2010,75.7
Estonia,2011,76.5
Estonia,2012,76.5
Estonia,2013,77.1
Estonia,2014,77.1
Estonia,2015,77.7
Estonia,2016,77.8
Estonia,2017,78.0
Estonia,2018,78.1
Estonia,2019,78.7
Estonia,2020,78.3
Estonia,2021,77.1
Faeroe Islands,1950,59.8
Faeroe Islands,1951,57.9
Faeroe Islands,1952,61.3
Faeroe Islands,1953,61.9
Faeroe Islands,1954,59.5
Faeroe Islands,1955,63.7
Faeroe Islands,1956,70.3
Faeroe Islands,1957,72.0
Faeroe Islands,1958,72.2
Faeroe Islands,1959,72.0
Faeroe Islands,1960,72.2
Faeroe Islands,1961,73.0
Faeroe Islands,1962,73.6
Faeroe Islands,1963,73.9
Faeroe Islands,1964,73.9
Faeroe Islands,1965,74.0
Faeroe Islands,1966,74.2
Faeroe Islands,1967,74.3
Faeroe Islands,1968,74.5
Faeroe Islands,1969,74.7
Faeroe Islands,1970,74.8
Faeroe Islands,1971,74.9
Faeroe Islands,1972,74.8
Faeroe Islands,1973,75.3
Faeroe Islands,1974,75.2
Faeroe Islands,1975,75.5
Faeroe Islands,1976,75.3
Faeroe Islands,1977,75.0
Faeroe Islands,1978,75.1
Faeroe Islands,1979,75.3
Faeroe Islands,1980,76.2
Faeroe Islands,1981,76.1
Faeroe Islands,1982,75.7
Faeroe Islands,1983,75.7
Faeroe Islands,1984,75.7
Faeroe Islands,1985,76.3
Faeroe Islands,1986,76.4
Faeroe Islands,1987,75.6
Faeroe Islands,1988,74.5
Faeroe Islands,1989,76.1
Faeroe Islands,1990,75.7
Faeroe Islands,1991,74.1
Faeroe Islands,1992,73.5
Faeroe Islands,1993,74.6
Faeroe Islands,1994,76.0
Faeroe Islands,1995,76.4
Faeroe Islands,1996,76.0
Faeroe Islands,1997,77.2
Faeroe Islands,1998,76.9
Faeroe Islands,1999,76.9
Faeroe Islands,2000,77.7
Faeroe Islands,2001,76.9
Faeroe Islands,2002,76.6
Faeroe Islands,2003,78.3
Faeroe Islands,2004,77.0
Faeroe Islands,2005,75.7
Faeroe Islands,2006,77.8
Faeroe Islands,2007,78.2
Faeroe Islands,2008,78.0
Faeroe Islands,2009,78.6
Faeroe Islands,2010,77.2
Faeroe Islands,2011,78.2
Faeroe Islands,2012,78.9
Faeroe Islands,2013,78.8
Faeroe Islands,2014,79.9
Faeroe Islands,2015,79.7
Faeroe Islands,2016,80.2
Faeroe Islands,2017,78.0
Faeroe Islands,2018,78.4
Faeroe Islands,2019,78.4
Faeroe Islands,2020,79.4
Faeroe Islands,2021,79.3
Finland,1950,64.2
Finland,1951,65.6
Finland,1952,66.5
Finland,1953,66.6
Finland,1954,67.5
Finland,1955,67.3
Finland,1956,68.0
Finland,1957,67.5
Finland,1958,68.6
Finland,1959,68.8
Finland,1960,69.0
Finland,1961,69.0
Finland,1962,68.7
Finland,1963,69.2
Finland,1964,69.4
Finland,1965,69.1
Finland,1966,69.6
Finland,1967,69.8
Finland,1968,69.8
Finland,1969,69.6
Finland,1970,70.3
Finland,1971,70.1
Finland,1972,70.9
Finland,1973,71.4
Finland,1974,71.3
Finland,1975,71.8
Finland,1976,72.0
Finland,1977,72.5
Finland,1978,73.1
Finland,1979,73.4
Finland,1980,73.6
Finland,1981,74.0
Finland,1982,74.5
Finland,1983,74.4
Finland,1984,74.7
Finland,1985,74.4
Finland,1986,74.8
Finland,1987,74.8
Finland,1988,74.8
Finland,1989,75.0
Finland,1990,75.0
Finland,1991,75.4
Finland,1992,75.6
Finland,1993,75.9
Finland,1994,76.6
Finland,1995,76.6
Finland,1996,76.9
Finland,1997,77.1
Finland,1998,77.3
Finland,1999,77.5
Finland,2000,77.7
Finland,2001,78.1
Finland,2002,78.3
Finland,2003,78.5
Finland,2004,78.8
Finland,2005,79.0
Finland,2006,79.4
Finland,2007,79.4
Finland,2008,79.7
Finland,2009,79.8
Finland,2010,80.0
Finland,2011,80.4
Finland,2012,80.5
Finland,2013,80.9
Finland,2014,81.0
Finland,2015,81.4
Finland,2016,81.3
Finland,2017,81.5
Finland,2018,81.6
Finland,2019,81.9
Finland,2020,81.9
Finland,2021,82.0
France,1950,66.4
France,1951,66.1
France,1952,67.4
France,1953,67.3
France,1954,68.2
France,1955,68.4
France,1956,68.5
France,1957,68.9
France,1958,70.1
France,1959,70.2
France,1960,70.4
France,1961,71.0
France,1962,70.5
France,1963,70.3
France,1964,71.3
France,1965,71.1
France,1966,71.5
France,1967,71.5
France,1968,71.5
France,1969,71.2
France,1970,72.1
France,1971,72.1
France,1972,72.3
France,1973,72.5
France,1974,72.8
France,1975,72.9
France,1976,73.1
France,1977,73.7
France,1978,73.8
France,1979,74.1
France,1980,74.2
France,1981,74.4
France,1982,74.8
France,1983,74.7
France,1984,75.2
France,1985,75.3
France,1986,75.6
France,1987,76.1
France,1988,76.4
France,1989,76.5
France,1990,76.8
France,1991,77.0
France,1992,77.3
France,1993,77.3
France,1994,77.8
France,1995,77.9
France,1996,78.1
France,1997,78.4
France,1998,78.6
France,1999,78.8
France,2000,79.0
France,2001,79.2
France,2002,79.4
France,2003,79.4
France,2004,80.3
France,2005,80.3
France,2006,80.7
France,2007,81.0
France,2008,81.0
France,2009,81.2
France,2010,81.4
France,2011,81.8
France,2012,81.8
France,2013,82.0
France,2014,82.5
France,2015,82.2
France,2016,82.4
France,2017,82.5
France,2018,82.6
France,2019,82.7
France,2020,82.2
France,2021,82.5
Germany,1950,66.8
Germany,1951,67.1
Germany,1952,67.4
Germany,1953,67.8
Germany,1954,68.0
Germany,1955,68.3
Germany,1956,68.6
Germany,1957,68.5
Germany,1958,69.2
Germany,1959,69.3
Germany,1960,69.2
Germany,1961,69.8
Germany,1962,70.0
Germany,1963,70.1
Germany,1964,70.6
Germany,1965,70.6
Germany,1966,70.7
Germany,1967,71.0
Germany,1968,70.6
Germany,1969,70.5
Germany,1970,70.7
Germany,1971,70.9
Germany,1972,71.2
Germany,1973,71.4
Germany,1974,71.7
Germany,1975,71.5
Germany,1976,72.0
Germany,1977,72.6
Germany,1978,72.6
Germany,1979,72.9
Germany,1980,73.1
Germany,1981,73.3
Germany,1982,73.6
Germany,1983,73.9
Germany,1984,74.4
Germany,1985,74.5
Germany,1986,74.7
Germany,1987,75.1
Germany,1988,75.3
Germany,1989,75.5
Germany,1990,75.4
Germany,1991,75.6
Germany,1992,76.0
Germany,1993,76.1
Germany,1994,76.4
Germany,1995,76.6
Germany,1996,76.8
Germany,1997,77.2
Germany,1998,77.6
Germany,1999,77.8
Germany,2000,78.1
Germany,2001,78.4
Germany,2002,78.5
Germany,2003,78.5
Germany,2004,79.1
Germany,2005,79.3
Germany,2006,79.6
Germany,2007,79.7
Germany,2008,79.8
Germany,2009,79.9
Germany,2010,80.1
Germany,2011,80.4
Germany,2012,80.5
Germany,2013,80.5
Germany,2014,80.9
Germany,2015,80.6
Germany,2016,80.8
Germany,2017,80.9
Germany,2018,81.2
Germany,2019,81.6
Germany,2020,81.1
Germany,2021,80.6
Gibraltar,1950,68.0
Gibraltar,1951,64.5
Gibraltar,1952,65.5
Gibraltar,1953,66.3
Gibraltar,1954,67.5
Gibraltar,1955,67.2
Gibraltar,1956,67.2
Gibraltar,1957,67.9
Gibraltar,1958,68.5
Gibraltar,1959,68.8
Gibraltar,1960,69.3
Gibraltar,1961,69.2
Gibraltar,1962,69.5
Gibraltar,1963,69.3
Gibraltar,1964,70.2
Gibraltar,1965,70.6
Gibraltar,1966,69.6
Gibraltar,1967,71.0
Gibraltar,1968,70.5
Gibraltar,1969,70.0
Gibraltar,1970,70.6
Gibraltar,1971,71.0
Gibraltar,1972,70.8
Gibraltar,1973,71.4
Gibraltar,1974,70.6
Gibraltar,1975,71.8
Gibraltar,1976,71.4
Gibraltar,1977,72.2
Gibraltar,1978,72.5
Gibraltar,1979,72.7
Gibraltar,1980,73.8
Gibraltar,1981,73.6
Gibraltar,1982,73.3
Gibraltar,1983,74.5
Gibraltar,1984,75.4
Gibraltar,1985,76.0
Gibraltar,1986,76.2
Gibraltar,1987,74.7
Gibraltar,1988,77.4
Gibraltar,1989,74.6
Gibraltar,1990,77.1
Gibraltar,1991,77.0
Gibraltar,1992,75.6
Gibraltar,1993,78.5
Gibraltar,1994,79.2
Gibraltar,1995,76.6
Gibraltar,1996,77.6
Gibraltar,1997,80.3
Gibraltar,1998,80.7
Gibraltar,1999,81.5
Gibraltar,2000,81.4
Gibraltar,2001,81.1
Gibraltar,2002,80.3
Gibraltar,2003,79.7
Gibraltar,2004,80.9
Gibraltar,2005,81.4
Gibraltar,2006,80.4
Gibraltar,2007,78.5
Gibraltar,2008,80.1
Gibraltar,2009,81.2
Gibraltar,2010,81.0
Gibraltar,2011,81.9
Gibraltar,2012,83.4
Gibraltar,2013,80.6
Gibraltar,2014,81.9
Gibraltar,2015,80.4
Gibraltar,2016,81.7
Gibraltar,2017,81.8
Gibraltar,2018,82.2
Gibraltar,2019,82.4
Gibraltar,2020,82.2
Gibraltar,2021,79.3
Greece,1950,66.4
Greece,1951,66.5
Greece,1952,67.1
Greece,1953,66.4
Greece,1954,66.8
Greece,1955,67.4
Greece,1956,67.2
Greece,1957,67.9
Greece,1958,68.6
Greece,1959,69.2
Greece,1960,69.4
Greece,1961,70.4
Greece,1962,70.3
Greece,1963,70.7
Greece,1964,70.6
Greece,1965,71.5
Greece,1966,71.8
Greece,1967,71.4
Greece,1968,71.5
Greece,1969,72.1
Greece,1970,72.8
Greece,1971,73.1
