Country,Year,LE
Anguilla,1975,67.3
Anguilla,1976,67.7
Anguilla,1977,68.0
Anguilla,1978,68.4
Anguilla,1979,68.7
Anguilla,1980,69.0
Anguilla,1981,69.1
Anguilla,1982,69.4
Anguilla,1983,69.5
Anguilla,1984,69.7
Anguilla,1985,69.9
Anguilla,1986,70.2
Anguilla,1987,70.5
Anguilla,1988,70.9
Anguilla,1989,71.2
Anguilla,1990,71.8
Anguilla,1991,72.6
Anguilla,1992,73.3
Anguilla,1993,73.8
Anguilla,1994,74.1
Anguilla,1995,74.4
Anguilla,1996,74.7
Anguilla,1997,75.0
Anguilla,1998,75.3
Anguilla,1999,75.6
Anguilla,2000,76.0
Anguilla,2001,76.3
Anguilla,2002,76.5
Anguilla,2003,76.5
Anguilla,2004,76.5
Anguilla,2005,76.5
Anguilla,2006,76.6
Anguilla,2007,76.9
Anguilla,2008,77.1
Anguilla,2009,77.4
Anguilla,2010,77.7
Anguilla,2011,77.9
Anguilla,2012,77.8
Anguilla,2013,77.6
Anguilla,2014,77.4
Anguilla,2015,77.1
Anguilla,2016,76.8
Anguilla,2017,75.9
Anguilla,2018,76.8
Anguilla,2019,76.9
Anguilla,2020,76.9
Anguilla,2021,76.6
Armenia,1950,59.3
Armenia,1951,59.4
Armenia,1952,59.5
Armenia,1953,59.8
Armenia,1954,60.1
Armenia,1955,60.4
Armenia,1956,60.6
Armenia,1957,60.8
Armenia,1958,61.0
Armenia,1959,61.3
Armenia,1960,61.4
Armenia,1961,61.8
Armenia,1962,62.1
Armenia,1963,62.2
Armenia,1964,62.4
Armenia,1965,62.8
Armenia,1966,62.9
Armenia,1967,63.2
Armenia,1968,63.3
Armenia,1969,63.7
Armenia,1970,63.9
Armenia,1971,64.2
Armenia,1972,64.5
Armenia,1973,64.6
Armenia,1974,64.8
Armenia,1975,65.0
Armenia,1976,65.2
Armenia,1977,65.4
Armenia,1978,65.7
Armenia,1979,66.0
Armenia,1980,66.2
Armenia,1981,66.6
Armenia,1982,66.9
Armenia,1983,67.2
Armenia,1984,67.5
Armenia,1985,67.9
Armenia,1986,68.2
Armenia,1987,68.1
Armenia,1988,53.9
Armenia,1989,68.7
Armenia,1990,68.8
Armenia,1991,68.6
Armenia,1992,68.6
Armenia,1993,68.8
Armenia,1994,69.1
Armenia,1995,69.3
Armenia,1996,69.8
Armenia,1997,69.9
Armenia,1998,70.5
Armenia,1999,70.3
Armenia,2000,70.6
Armenia,2001,70.9
Armenia,2002,71.0
Armenia,2003,71.4
Armenia,2004,71.4
Armenia,2005,71.8
Armenia,2006,72.0
Armenia,2007,72.3
Armenia,2008,72.4
Armenia,2009,72.8
Armenia,2010,73.2
Armenia,2011,73.3
Armenia,2012,73.5
Armenia,2013,73.7
Armenia,2014,74.1
Armenia,2015,74.4
Armenia,2016,74.7
Armenia,2017,74.9
Armenia,2018,75.1
Armenia,2019,75.4
Armenia,2020,72.2
Armenia,2021,72.0
Azerbaijan,1950,53.4
Azerbaijan,1951,53.7
Azerbaijan,1952,54.0
Azerbaijan,1953,53.9
Azerbaijan,1954,54.3
Azerbaijan,1955,54.6
Azerbaijan,1956,54.7
Azerbaijan,1957,55.0
Azerbaijan,1958,55.3
Azerbaijan,1959,55.5
Azerbaijan,1960,55.8
Azerbaijan,1961,56.2
Azerbaijan,1962,56.5
Azerbaijan,1963,56.9
Azerbaijan,1964,57.2
Azerbaijan,1965,57.6
Azerbaijan,1966,57.7
Azerbaijan,1967,58.0
Azerbaijan,1968,58.4
Azerbaijan,1969,58.6
Azerbaijan,1970,59.0
Azerbaijan,1971,59.4
Azerbaijan,1972,59.8
Azerbaijan,1973,60.0
Azerbaijan,1974,60.2
Azerbaijan,1975,60.3
Azerbaijan,1976,60.5
Azerbaijan,1977,60.6
Azerbaijan,1978,60.7
Azerbaijan,1979,60.9
Azerbaijan,1980,61.1
Azerbaijan,1981,61.3
Azerbaijan,1982,61.4
Azerbaijan,1983,62.0
Azerbaijan,1984,62.0
Azerbaijan,1985,62.1
Azerbaijan,1986,62.2
Azerbaijan,1987,62.6
Azerbaijan,1988,62.7
Azerbaijan,1989,62.6
Azerbaijan,1990,62.4
Azerbaijan,1991,62.1
Azerbaijan,1992,61.3
Azerbaijan,1993,61.3
Azerbaijan,1994,61.6
Azerbaijan,1995,62.3
Azerbaijan,1996,62.6
Azerbaijan,1997,63.0
Azerbaijan,1998,63.6
Azerbaijan,1999,64.2
Azerbaijan,2000,64.9
Azerbaijan,2001,65.5
Azerbaijan,2002,66.2
Azerbaijan,2003,66.8
Azerbaijan,2004,67.3
Azerbaijan,2005,67.6
Azerbaijan,2006,68.2
Azerbaijan,2007,68.6
Azerbaijan,2008,68.8
Azerbaijan,2009,69.4
Azerbaijan,2010,69.5
Azerbaijan,2011,70.0
Azerbaijan,2012,70.4
Azerbaijan,2013,70.9
Azerbaijan,2014,71.1
Azerbaijan,2015,71.5
Azerbaijan,2016,72.0
Azerbaijan,2017,72.2
Azerbaijan,2018,72.8
Azerbaijan,2019,73.1
Azerbaijan,2020,66.9
Azerbaijan,2021,69.4
Bahamas,1950,60.0
Bahamas,1951,60.4
Bahamas,1952,60.8
Bahamas,1953,61.1
Bahamas,1954,61.4
Bahamas,1955,61.6
Bahamas,1956,61.8
Bahamas,1957,62.1
Bahamas,1958,62.3
Bahamas,1959,62.6
Bahamas,1960,62.9
Bahamas,1961,63.2
Bahamas,1962,63.4
Bahamas,1963,63.7
Bahamas,1964,64.0
Bahamas,1965,64.4
Bahamas,1966,64.7
Bahamas,1967,64.9
Bahamas,1968,65.3
Bahamas,1969,65.6
Bahamas,1970,65.9
Bahamas,1971,66.2
Bahamas,1972,66.4
Bahamas,1973,66.5
Bahamas,1974,67.0
Bahamas,1975,67.2
Bahamas,1976,67.8
Bahamas,1977,67.9
Bahamas,1978,67.6
Bahamas,1979,67.4
Bahamas,1980,67.5
Bahamas,1981,67.7
Bahamas,1982,68.4
Bahamas,1983,69.2
Bahamas,1984,69.4
Bahamas,1985,69.3
Bahamas,1986,69.3
Bahamas,1987,68.9
Bahamas,1988,69.2
Bahamas,1989,69.6
Bahamas,1990,70.1
Bahamas,1991,69.6
Bahamas,1992,70.7
Bahamas,1993,70.7
Bahamas,1994,70.9
Bahamas,1995,70.8
Bahamas,1996,70.7
Bahamas,1997,71.1
Bahamas,1998,71.5
Bahamas,1999,71.8
Bahamas,2000,72.0
Bahamas,2001,72.1
Bahamas,2002,72.2
Bahamas,2003,72.4
Bahamas,2004,72.5
Bahamas,2005,72.8
Bahamas,2006,72.9
Bahamas,2007,72.7
Bahamas,2008,72.7
Bahamas,2009,72.6
Bahamas,2010,72.7
Bahamas,2011,72.6
Bahamas,2012,72.8
Bahamas,2013,73.0
Bahamas,2014,73.4
Bahamas,2015,73.1
Bahamas,2016,73.5
Bahamas,2017,73.6
Bahamas,2018,73.8
Bahamas,2019,71.2
Bahamas,2020,72.7
Bahamas,2021,71.6
Bahrain,1950,38.1
Bahrain,1951,38.2
Bahrain,1952,38.7
Bahrain,1953,39.2
Bahrain,1954,39.9
Bahrain,1955,40.6
Bahrain,1956,42.8
Bahrain,1957,44.8
Bahrain,1958,46.7
Bahrain,1959,48.6
Bahrain,1960,50.3
Bahrain,1961,52.1
Bahrain,1962,53.7
Bahrain,1963,55.3
Bahrain,1964,56.8
Bahrain,1965,58.2
Bahrain,1966,59.7
Bahrain,1967,61.0
Bahrain,1968,62.3
Bahrain,1969,63.5
Bahrain,1970,64.4
Bahrain,1971,65.6
Bahrain,1972,66.4
Bahrain,1973,67.2
Bahrain,1974,67.9
Bahrain,1975,68.5
Bahrain,1976,69.1
Bahrain,1977,69.6
Bahrain,1978,70.0
Bahrain,1979,70.5
Bahrain,1980,70.8
Bahrain,1981,71.2
Bahrain,1982,71.5
Bahrain,1983,71.7
Bahrain,1984,72.0
Bahrain,1985,72.1
Bahrain,1986,72.3
Bahrain,1987,72.4
Bahrain,1988,72.4
Bahrain,1989,72.6
Bahrain,1990,72.7
Bahrain,1991,72.8
Bahrain,1992,73.0
Bahrain,1993,73.4
Bahrain,1994,73.5
Bahrain,1995,73.8
Bahrain,1996,74.4
Bahrain,1997,74.5
Bahrain,1998,74.6
Bahrain,1999,75.0
Bahrain,2000,75.5
Bahrain,2001,75.9
Bahrain,2002,76.1
Bahrain,2003,76.3
Bahrain,2004,76.6
Bahrain,2005,76.9
Bahrain,2006,77.2
Bahrain,2007,77.6
Bahrain,2008,78.1
Bahrain,2009,78.5
Bahrain,2010,78.7
Bahrain,2011,78.9
Bahrain,2012,79.1
Bahrain,2013,79.2
Bahrain,2014,79.3
Bahrain,2015,79.4
Bahrain,2016,79.6
Bahrain,2017,79.7
Bahrain,2018,79.9
Bahrain,2019,80.0
Bahrain,2020,79.2
Bahrain,2021,78.8
Belize,1950,50.4
Belize,1951,50.8
Belize,1952,51.3
Belize,1953,51.9
Belize,1954,53.0
Belize,1955,53.4
Belize,1956,54.2
Belize,1957,55.2
Belize,1958,56.3
Belize,1959,57.3
Belize,1960,58.2
Belize,1961,53.4
Belize,1962,59.0
Belize,1963,59.6
Belize,1964,60.1
Belize,1965,60.6
Belize,1966,61.0
Belize,1967,61.5
Belize,1968,62.2
Belize,1969,62.8
Belize,1970,63.5
Belize,1971,64.2
Belize,1972,64.5
Belize,1973,64.6
Belize,1974,65.0
Belize,1975,65.9
Belize,1976,66.3
Belize,1977,66.5
Belize,1978,66.9
Belize,1979,67.4
Belize,1980,67.8
Belize,1981,68.1
Belize,1982,68.0
Belize,1983,68.1
Belize,1984,68.6
Belize,1985,69.5
Belize,1986,69.7
Belize,1987,70.2
Belize,1988,70.8
Belize,1989,70.7
Belize,1990,70.7
Belize,1991,70.2
Belize,1992,70.0
Belize,1993,70.0
Belize,1994,70.3
Belize,1995,69.9
Belize,1996,69.8
Belize,1997,69.2
Belize,1998,68.6
Belize,1999,68.8
Belize,2000,68.6
Belize,2001,68.4
Belize,2002,68.8
Belize,2003,68.9
Belize,2004,69.2
Belize,2005,69.4
Belize,2006,70.1
Belize,2007,70.7
Belize,2008,71.2
Belize,2009,71.8
Belize,2010,72.3
Belize,2011,72.7
Belize,2012,73.2
Belize,2013,73.7
Belize,2014,73.3
Belize,2015,73.2
Belize,2016,73.4
Belize,2017,73.6
Belize,2018,73.7
Belize,2019,73.9
Belize,2020,72.9
Belize,2021,70.5
Bosnia and Herzegovina,1950,48.9
Bosnia and Herzegovina,1951,49.5
Bosnia and Herzegovina,1952,51.2
Bosnia and Herzegovina,1953,52.6
Bosnia and Herzegovina,1954,54.2
Bosnia and Herzegovina,1955,55.5
Bosnia and Herzegovina,1956,56.7
Bosnia and Herzegovina,1957,57.9
Bosnia and Herzegovina,1958,59.1
Bosnia and Herzegovina,1959,60.0
Bosnia and Herzegovina,1960,61.0
Bosnia and Herzegovina,1961,61.9
Bosnia and Herzegovina,1962,62.5
Bosnia and Herzegovina,1963,63.3
Bosnia and Herzegovina,1964,63.9
Bosnia and Herzegovina,1965,64.6
Bosnia and Herzegovina,1966,65.2
Bosnia and Herzegovina,1967,65.6
Bosnia and Herzegovina,1968,65.9
Bosnia and Herzegovina,1969,66.2
Bosnia and Herzegovina,1970,66.7
Bosnia and Herzegovina,1971,67.2
Bosnia and Herzegovina,1972,67.7
Bosnia and Herzegovina,1973,68.2
Bosnia and Herzegovina,1974,68.9
Bosnia and Herzegovina,1975,69.4
Bosnia and Herzegovina,1976,69.6
Bosnia and Herzegovina,1977,70.0
Bosnia and Herzegovina,1978,70.1
Bosnia and Herzegovina,1979,70.3
Bosnia and Herzegovina,1980,70.5
Bosnia and Herzegovina,1981,70.7
Bosnia and Herzegovina,1982,70.9
Bosnia and Herzegovina,1983,71.1
Bosnia and Herzegovina,1984,71.0
Bosnia and Herzegovina,1985,70.8
Bosnia and Herzegovina,1986,71.2
Bosnia and Herzegovina,1987,71.7
Bosnia and Herzegovina,1988,71.8
Bosnia and Herzegovina,1989,71.8
Bosnia and Herzegovina,1990,72.3
Bosnia and Herzegovina,1991,72.1
Bosnia and Herzegovina,1992,51.8
Bosnia and Herzegovina,1993,51.5
Bosnia and Herzegovina,1994,67.2
Bosnia and Herzegovina,1995,70.3
Bosnia and Herzegovina,1996,73.4
Bosnia and Herzegovina,1997,73.7
Bosnia and Herzegovina,1998,73.9
Bosnia and Herzegovina,1999,75.1
Bosnia and Herzegovina,2000,74.5
Bosnia and Herzegovina,2001,75.1
Bosnia and Herzegovina,2002,74.6
Bosnia and Herzegovina,2003,75.8
Bosnia and Herzegovina,2004,76.1
Bosnia and Herzegovina,2005,75.4
Bosnia and Herzegovina,2006,76.2
Bosnia and Herzegovina,2007,76.2
Bosnia and Herzegovina,2008,76.8
Bosnia and Herzegovina,2009,77.0
Bosnia and Herzegovina,2010,77.1
Bosnia and Herzegovina,2011,77.0
Bosnia and Herzegovina,2012,77.2
Bosnia and Herzegovina,2013,76.3
Bosnia and Herzegovina,2014,75.7
Bosnia and Herzegovina,2015,76.2
Bosnia and Herzegovina,2016,76.8
Bosnia and Herzegovina,2017,76.9
Bosnia and Herzegovina,2018,77.1
Bosnia and Herzegovina,2019,77.2
Bosnia and Herzegovina,2020,76.2
Bosnia and Herzegovina,2021,75.3
Brazil,1950,48.1
Brazil,1951,48.4
Brazil,1952,48.9
Brazil,1953,49.2
Brazil,1954,49.7
Brazil,1955,50.2
Brazil,1956,50.7
Brazil,1957,51.2
Brazil,1958,51.6
Brazil,1959,52.2
Brazil,1960,52.7
Brazil,1961,53.2
Brazil,1962,53.7
Brazil,1963,54.2
Brazil,1964,54.6
Brazil,1965,55.1
Brazil,1966,55.5
Brazil,1967,55.9
Brazil,1968,56.3
Brazil,1969,56.7
Brazil,1970,57.2
Brazil,1971,57.6
Brazil,1972,58.0
Brazil,1973,58.5
Brazil,1974,58.9
Brazil,1975,59.4
Brazil,1976,59.8
Brazil,1977,60.2
Brazil,1978,60.7
Brazil,1979,61.3
Brazil,1980,61.8
Brazil,1981,62.3
Brazil,1982,62.9
Brazil,1983,63.3
Brazil,1984,63.8
Brazil,1985,64.2
Brazil,1986,64.6
Brazil,1987,65.1
Brazil,1988,65.5
Brazil,1989,65.9
Brazil,1990,66.0
Brazil,1991,66.3
Brazil,1992,66.7
Brazil,1993,67.1
Brazil,1994,67.6
Brazil,1995,67.9
Brazil,1996,68.4
Brazil,1997,68.8
Brazil,1998,69.2
Brazil,1999,69.5
Brazil,2000,69.7
Brazil,2001,70.2
Brazil,2002,70.4
Brazil,2003,70.7
Brazil,2004,71.1
Brazil,2005,71.8
Brazil,2006,72.0
Brazil,2007,72.4
Brazil,2008,72.7
Brazil,2009,72.9
Brazil,2010,73.2
Brazil,2011,73.3
Brazil,2012,73.6
Brazil,2013,73.9
Brazil,2014,74.3
Brazil,2015,74.3
Brazil,2016,74.4
Brazil,2017,74.8
Brazil,2018,75.1
Brazil,2019,75.3
Brazil,2020,74.0
Brazil,2021,72.8
British Virgin Islands,1950,44.7
British Virgin Islands,1951,44.9
British Virgin Islands,1952,47.3
British Virgin Islands,1953,49.7
British Virgin Islands,1954,52.1
British Virgin Islands,1955,54.5
British Virgin Islands,1956,56.7
British Virgin Islands,1957,58.3
British Virgin Islands,1958,58.8
British Virgin Islands,1959,59.5
British Virgin Islands,1960,59.6
British Virgin Islands,1961,60.2
British Virgin Islands,1962,61.6
British Virgin Islands,1963,63.5
British Virgin Islands,1964,64.6
British Virgin Islands,1965,65.2
British Virgin Islands,1966,65.3
British Virgin Islands,1967,65.1
British Virgin Islands,1968,65.0
British Virgin Islands,1969,65.5
British Virgin Islands,1970,66.6
British Virgin Islands,1971,67.1
British Virgin Islands,1972,67.1
British Virgin Islands,1973,67.8
British Virgin Islands,1974,68.0
British Virgin Islands,1975,67.8
British Virgin Islands,1976,68.1
British Virgin Islands,1977,68.2
British Virgin Islands,1978,67.6
British Virgin Islands,1979,67.5
British Virgin Islands,1980,67.7
British Virgin Islands,1981,68.4
British Virgin Islands,1982,69.9
British Virgin Islands,1983,70.9
British Virgin Islands,1984,72.1
British Virgin Islands,1985,73.4
British Virgin Islands,1986,73.7
British Virgin Islands,1987,73.5
British Virgin Islands,1988,73.7
British Virgin Islands,1989,74.0
British Virgin Islands,1990,73.9
British Virgin Islands,1991,72.9
British Virgin Islands,1992,73.3
British Virgin Islands,1993,74.0
British Virgin Islands,1994,73.6
British Virgin Islands,1995,74.2
British Virgin Islands,1996,74.6
British Virgin Islands,1997,74.4
British Virgin Islands,1998,74.9
British Virgin Islands,1999,74.4
British Virgin Islands,2000,74.0
British Virgin Islands,2001,73.8
British Virgin Islands,2002,73.9
British Virgin Islands,2003,74.0
British Virgin Islands,2004,74.3
British Virgin Islands,2005,74.7
British Virgin Islands,2006,74.9
British Virgin Islands,2007,75.0
British Virgin Islands,2008,75.0
British Virgin Islands,2009,75.3
British Virgin Islands,2010,75.4
British Virgin Islands,2011,75.5
British Virgin Islands,2012,75.5
British Virgin Islands,2013,75.6
British Virgin Islands,2014,75.6
British Virgin Islands,2015,75.7
British Virgin Islands,2016,75.7
British Virgin Islands,2017,74.8
British Virgin Islands,2018,75.8
British Virgin Islands,2019,75.9
British Virgin Islands,2020,75.8
British Virgin Islands,2021,74.5
Brunei,1950,50.0
Brunei,1951,51.0
Brunei,1952,51.8
Brunei,1953,52.5
Brunei,1954,53.1
Brunei,1955,53.5
Brunei,1956,53.9
Brunei,1957,54.4
Brunei,1958,55.0
Brunei,1959,55.8
Brunei,1960,56.8
Brunei,1961,57.8
Brunei,1962,57.7
Brunei,1963,59.8
Brunei,1964,60.6
Brunei,1965,61.2
Brunei,1966,62.0
Brunei,1967,62.5
Brunei,1968,63.0
Brunei,1969,63.6
Brunei,1970,64.1
Brunei,1971,64.7
Brunei,1972,65.4
Brunei,1973,66.0
Brunei,1974,66.5
Brunei,1975,67.1
Brunei,1976,67.6
Brunei,1977,68.1
Brunei,1978,68.5
Brunei,1979,68.9
Brunei,1980,69.2
Brunei,1981,69.5
Brunei,1982,69.8
Brunei,1983,70.1
Brunei,1984,70.4
Brunei,1985,70.6
Brunei,1986,70.8
Brunei,1987,71.0
Brunei,1988,71.2
Brunei,1989,71.4
Brunei,1990,71.7
Brunei,1991,71.9
Brunei,1992,72.1
Brunei,1993,72.3
Brunei,1994,72.6
Brunei,1995,72.8
Brunei,1996,73.1
Brunei,1997,73.4
Brunei,1998,73.6
Brunei,1999,73.9
Brunei,2000,74.1
Brunei,2001,74.3
Brunei,2002,74.4
Brunei,2003,74.6
Brunei,2004,74.6
Brunei,2005,74.7
Brunei,2006,74.8
Brunei,2007,74.8
Brunei,2008,74.8
Brunei,2009,74.8
Brunei,2010,74.8
Brunei,2011,74.9
Brunei,2012,74.8
Brunei,2013,74.8
Brunei,2014,74.8
Brunei,2015,74.7
Brunei,2016,74.7
Brunei,2017,74.7
Brunei,2018,74.7
Brunei,2019,74.7
Brunei,2020,74.8
Brunei,2021,74.6
Cape Verde,1950,47.3
Cape Verde,1951,47.6
Cape Verde,1952,47.9
Cape Verde,1953,48.0
Cape Verde,1954,48.5
Cape Verde,1955,48.8
Cape Verde,1956,49.0
Cape Verde,1957,49.1
Cape Verde,1958,49.4
Cape Verde,1959,49.5
Cape Verde,1960,49.4
Cape Verde,1961,50.0
Cape Verde,1962,50.4
Cape Verde,1963,50.9
Cape Verde,1964,51.3
Cape Verde,1965,51.8
Cape Verde,1966,52.4
Cape Verde,1967,52.7
Cape Verde,1968,53.2
Cape Verde,1969,53.7
Cape Verde,1970,54.3
Cape Verde,1971,54.8
Cape Verde,1972,55.3
Cape Verde,1973,56.0
Cape Verde,1974,56.8
Cape Verde,1975,57.9
Cape Verde,1976,58.7
Cape Verde,1977,59.6
Cape Verde,1978,60.3
Cape Verde,1979,60.9
Cape Verde,1980,61.4
Cape Verde,1981,61.6
Cape Verde,1982,61.7
Cape Verde,1983,61.7
Cape Verde,1984,61.7
Cape Verde,1985,62.2
Cape Verde,1986,62.7
Cape Verde,1987,63.4
Cape Verde,1988,64.1
Cape Verde,1989,64.4
Cape Verde,1990,65.0
Cape Verde,1991,65.2
Cape Verde,1992,65.3
Cape Verde,1993,65.3
Cape Verde,1994,65.3
Cape Verde,1995,64.1
Cape Verde,1996,65.8
Cape Verde,1997,66.4
Cape Verde,1998,67.0
Cape Verde,1999,67.6
Cape Verde,2000,68.6
Cape Verde,2001,69.9
Cape Verde,2002,70.7
Cape Verde,2003,71.4
Cape Verde,2004,72.0
Cape Verde,2005,72.7
Cape Verde,2006,72.2
Cape Verde,2007,72.8
Cape Verde,2008,72.5
Cape Verde,2009,73.1
Cape Verde,2010,73.5
Cape Verde,2011,74.3
Cape Verde,2012,74.5
Cape Verde,2013,75.1
Cape Verde,2014,75.2
Cape Verde,2015,74.6
Cape Verde,2016,75.7
Cape Verde,2017,76.6
Cape Verde,2018,75.7
Cape Verde,2019,76.0
Cape Verde,2020,74.8
Cape Verde,2021,74.1
Cayman Islands,1950,54.0
Cayman Islands,1951,54.3
Cayman Islands,1952,54.8
Cayman Islands,1953,55.2
Cayman Islands,1954,55.7
Cayman Islands,1955,56.2
Cayman Islands,1956,56.7
Cayman Islands,1957,57.1
Cayman Islands,1958,57.5
Cayman Islands,1959,58.0
Cayman Islands,1960,58.5
Cayman Islands,1961,59.2
Cayman Islands,1962,59.9
Cayman Islands,1963,60.7
Cayman Islands,1964,61.4
Cayman Islands,1965,62.2
Cayman Islands,1966,62.8
Cayman Islands,1967,63.4
Cayman Islands,1968,63.8
Cayman Islands,1969,64.0
Cayman Islands,1970,64.2
Cayman Islands,1971,64.4
Cayman Islands,1972,64.6
Cayman Islands,1973,64.9
Cayman Islands,1974,65.3
Cayman Islands,1975,65.9
Cayman Islands,1976,66.8
Cayman Islands,1977,67.7
Cayman Islands,1978,68.6
Cayman Islands,1979,69.3
Cayman Islands,1980,69.9
Cayman Islands,1981,70.5
Cayman Islands,1982,70.9
Cayman Islands,1983,71.2
Cayman Islands,1984,71.5
Cayman Islands,1985,71.7
Cayman Islands,1986,71.8
Cayman Islands,1987,71.8
Cayman Islands,1988,71.8
Cayman Islands,1989,71.9
Cayman Islands,1990,72.0
Cayman Islands,1991,72.0
Cayman Islands,1992,72.1
Cayman Islands,1993,72.2
Cayman Islands,1994,72.2
Cayman Islands,1995,72.3
Cayman Islands,1996,72.4
Cayman Islands,1997,72.5
Cayman Islands,1998,72.6
Cayman Islands,1999,72.8
Cayman Islands,2000,72.9
Cayman Islands,2001,73.0
Cayman Islands,2002,73.4
Cayman Islands,2003,73.7
Cayman Islands,2004,74.0
Cayman Islands,2005,74.5
Cayman Islands,2006,74.8
Cayman Islands,2007,75.1
Cayman Islands,2008,75.3
Cayman Islands,2009,75.2
Cayman Islands,2010,75.8
Cayman Islands,2011,75.1
Cayman Islands,2012,75.0
Cayman Islands,2013,74.9
Cayman Islands,2014,74.8
Cayman Islands,2015,74.8
Cayman Islands,2016,74.9
Cayman Islands,2017,74.9
Cayman Islands,2018,75.0
Cayman Islands,2019,75.1
Cayman Islands,2020,75.1
Cayman Islands,2021,75.1
Chile,1950,53.2
Chile,1951,53.5
Chile,1952,53.9
Chile,1953,54.3
Chile,1954,54.8
Chile,1955,54.7
Chile,1956,55.6
Chile,1957,55.3
Chile,1958,56.7
Chile,1959,56.0
Chile,1960,57.0
Chile,1961,57.5
Chile,1962,57.8
Chile,1963,57.2
Chile,1964,58.7
Chile,1965,59.5
Chile,1966,59.7
Chile,1967,60.7
Chile,1968,61.6
Chile,1969,61.9
Chile,1970,62.5
Chile,1971,62.7
Chile,1972,62.3
Chile,1973,63.9
Chile,1974,64.9
Chile,1975,66.3
Chile,1976,65.9
Chile,1977,67.4
Chile,1978,68.1
Chile,1979,68.2
Chile,1980,68.8
Chile,1981,69.9
Chile,1982,70.3
Chile,1983,70.0
Chile,1984,70.5
Chile,1985,71.2
Chile,1986,71.8
Chile,1987,72.5
Chile,1988,72.5
Chile,1989,72.5
Chile,1990,72.6
Chile,1991,73.6
Chile,1992,74.1
Chile,1993,74.2
Chile,1994,74.6
Chile,1995,74.6
Chile,1996,74.9
Chile,1997,75.6
Chile,1998,75.7
Chile,1999,76.0
Chile,2000,76.9
Chile,2001,76.8
Chile,2002,77.4
Chile,2003,77.4
Chile,2004,77.6
Chile,2005,78.0
Chile,2006,78.3
Chile,2007,77.8
Chile,2008,78.5
Chile,2009,78.7
Chile,2010,78.5
Chile,2011,79.1
Chile,2012,79.0
Chile,2013,79.3
Chile,2014,79.5
Chile,2015,79.7
Chile,2016,80.1
Chile,2017,80.4
Chile,2018,80.1
Chile,2019,80.3
Chile,2020,79.4
Chile,2021,78.9
China,1950,43.7
China,1951,44.6
China,1952,45.4
China,1953,46.0
China,1954,46.8
China,1955,47.2
China,1956,47.7
China,1957,48.3
China,1958,48.8
China,1959,39.7
China,1960,33.3
China,1961,40.5
China,1962,50.8
China,1963,51.4
China,1964,52.2
China,1965,52.9
China,1966,53.6
China,1967,54.4
China,1968,55.1
China,1969,55.7
China,1970,56.6
China,1971,57.6
China,1972,58.4
China,1973,59.4
China,1974,60.2
China,1975,60.9
China,1976,61.8
China,1977,62.5
China,1978,63.2
China,1979,63.9
China,1980,64.4
China,1981,65.0
China,1982,65.5
China,1983,65.9
China,1984,66.3
China,1985,66.6
China,1986,67.0
China,1987,67.3
China,1988,67.6
China,1989,67.8
China,1990,68.0
China,1991,68.2
China,1992,68.7
China,1993,69.2
China,1994,69.5
China,1995,70.0
China,1996,70.3
China,1997,70.7
China,1998,71.2
